session_id,step_id,seq,timestamp_ms,datetime,mode,tx_mob,tx_sta,rssi_mob,rssi_sta,source,status
20260709_064650,6,255,51000,2026-07-09 06:47:41,WIFI,2,5,-83.0,-88.8,STA,OK
20260709_064650,6,256,51200,2026-07-09 06:47:41.200000,WIFI,2,5,-81.4,-82.9,STA,OK
20260709_064650,6,257,51400,2026-07-09 06:47:41.400000,WIFI,2,5,-82.5,-87.3,STA,OK
20260709_064650,6,258,51600,2026-07-09 06:47:41.600000,WIFI,2,5,-81.7,-87.5,STA,OK
20260709_064650,6,259,51800,2026-07-09 06:47:41.800000,WIFI,2,5,-85.9,-86.3,STA,OK
20260709_064650,6,260,52000,2026-07-09 06:47:42,WIFI,2,5,-79.8,-84.8,STA,OK
20260709_064650,6,261,52200,2026-07-09 06:47:42.200000,WIFI,2,5,-85.2,-87.7,STA,OK
20260709_064650,6,262,52400,2026-07-09 06:47:42.400000,WIFI,2,5,-84.4,-85.6,STA,OK
20260709_064650,6,263,52600,2026-07-09 06:47:42.600000,WIFI,2,5,-83.3,-88.9,STA,OK
20260709_064650,6,264,52800,2026-07-09 06:47:42.800000,WIFI,2,5,-81.7,-86.6,STA,OK
20260709_064650,6,265,53000,2026-07-09 06:47:43,WIFI,2,5,-82.8,-86.7,STA,OK
20260709_064650,6,266,53200,2026-07-09 06:47:43.200000,WIFI,2,5,-85.8,-83.2,STA,OK
20260709_064650,6,267,53400,2026-07-09 06:47:43.400000,WIFI,2,5,-84.4,-87.3,STA,OK
20260709_064650,6,268,53600,2026-07-09 06:47:43.600000,WIFI,2,5,-83.8,-85.2,STA,OK
20260709_064650,6,269,53800,2026-07-09 06:47:43.800000,WIFI,2,5,-81.1,-87.0,STA,OK
20260709_064650,6,270,54000,2026-07-09 06:47:44,WIFI,2,5,-86.2,,MOB,OK
20260709_064650,6,271,54200,2026-07-09 06:47:44.200000,WIFI,2,5,-86.2,-87.6,STA,OK
20260709_064650,6,272,54400,2026-07-09 06:47:44.400000,WIFI,2,5,-82.3,-89.4,STA,OK
20260709_064650,6,273,54600,2026-07-09 06:47:44.600000,WIFI,2,5,-87.0,,MOB,OK
20260709_064650,6,274,54800,2026-07-09 06:47:44.800000,WIFI,2,5,-87.0,-86.7,STA,OK
20260709_064650,6,275,55000,2026-07-09 06:47:45,WIFI,2,5,-86.4,,MOB,OK
20260709_064650,6,276,55200,2026-07-09 06:47:45.200000,WIFI,2,5,-86.4,-87.3,STA,OK
20260709_064650,6,277,55400,2026-07-09 06:47:45.400000,WIFI,2,5,-85.2,-89.6,STA,OK
20260709_064650,6,278,55600,2026-07-09 06:47:45.600000,WIFI,2,5,-86.7,,MOB,OK
20260709_064650,6,279,55800,2026-07-09 06:47:45.800000,WIFI,2,5,-88.6,,MOB,OK
20260709_064650,6,280,56000,2026-07-09 06:47:46,WIFI,2,5,-88.2,,MOB,OK
20260709_064650,6,281,56200,2026-07-09 06:47:46.200000,WIFI,2,5,-86.7,,MOB,OK
20260709_064650,6,282,56400,2026-07-09 06:47:46.400000,WIFI,2,5,-86.7,-89.8,STA,OK
20260709_064650,6,283,56600,2026-07-09 06:47:46.600000,WIFI,2,5,-85.2,,MOB,OK
20260709_064650,6,284,56800,2026-07-09 06:47:46.800000,WIFI,2,5,-87.4,,MOB,OK
20260709_064650,6,285,57000,2026-07-09 06:47:47,WIFI,2,5,-84.8,,MOB,OK
20260709_064650,6,286,57200,2026-07-09 06:47:47.200000,WIFI,2,5,-84.8,-89.4,STA,OK
20260709_064650,6,287,57400,2026-07-09 06:47:47.400000,WIFI,2,5,-85.4,,MOB,OK
20260709_064650,6,288,57600,2026-07-09 06:47:47.600000,WIFI,2,5,-85.4,-89.0,STA,OK
20260709_064650,6,289,57800,2026-07-09 06:47:47.800000,WIFI,2,5,-85.9,-86.3,STA,OK
20260709_064650,6,290,58000,2026-07-09 06:47:48,WIFI,2,5,-86.7,-86.4,STA,OK
20260709_064650,6,291,58200,2026-07-09 06:47:48.200000,WIFI,2,5,-86.9,-87.8,STA,OK
20260709_064650,6,292,58400,2026-07-09 06:47:48.400000,WIFI,2,5,-86.5,-87.2,STA,OK
20260709_064650,6,293,58600,2026-07-09 06:47:48.600000,WIFI,2,5,-85.6,,MOB,OK
20260709_064650,6,294,58800,2026-07-09 06:47:48.800000,WIFI,2,5,-85.6,-84.4,STA,OK
20260709_064650,6,295,59000,2026-07-09 06:47:49,WIFI,2,5,-87.2,-85.4,STA,OK
20260709_064650,6,296,59200,2026-07-09 06:47:49.200000,WIFI,2,5,-83.3,-87.9,STA,OK
20260709_064650,6,297,59400,2026-07-09 06:47:49.400000,WIFI,2,5,-81.4,-87.0,STA,OK
20260709_064650,6,298,59600,2026-07-09 06:47:49.600000,WIFI,2,5,-82.7,-88.9,STA,OK
20260709_064650,6,299,59800,2026-07-09 06:47:49.800000,WIFI,2,5,-83.5,-85.9,STA,OK
20260709_064650,7,300,60200,2026-07-09 06:47:50.200000,WIFI,2,5,-86.1,-86.6,STA,OK
20260709_064650,7,301,60400,2026-07-09 06:47:50.400000,WIFI,2,5,-84.2,-89.4,STA,OK
20260709_064650,7,302,60600,2026-07-09 06:47:50.600000,WIFI,2,5,-86.1,,MOB,OK
20260709_064650,7,303,60800,2026-07-09 06:47:50.800000,WIFI,2,5,-86.1,-89.6,STA,OK
20260709_064650,7,304,61000,2026-07-09 06:47:51,WIFI,2,5,-87.4,,MOB,OK
20260709_064650,7,305,61200,2026-07-09 06:47:51.200000,WIFI,2,5,-86.9,,MOB,OK
20260709_064650,7,306,61400,2026-07-09 06:47:51.400000,WIFI,2,5,-84.3,,MOB,OK
20260709_064650,7,307,61600,2026-07-09 06:47:51.600000,WIFI,2,5,-84.3,-89.5,STA,OK
20260709_064650,7,308,61800,2026-07-09 06:47:51.800000,WIFI,2,5,-87.8,,MOB,OK
20260709_064650,7,309,62000,2026-07-09 06:47:52,WIFI,2,5,-88.2,,MOB,OK
20260709_064650,7,310,62200,2026-07-09 06:47:52.200000,WIFI,2,5,-89.9,,MOB,OK
20260709_064650,7,311,62600,2026-07-09 06:47:52.600000,WIFI,2,5,-87.2,,MOB,OK
20260709_064650,7,312,62800,2026-07-09 06:47:52.800000,WIFI,2,5,-88.5,,MOB,OK
20260709_064650,7,313,63000,2026-07-09 06:47:53,WIFI,2,5,-89.6,,MOB,OK
20260709_064650,7,314,63200,2026-07-09 06:47:53.200000,WIFI,2,5,-89.5,,MOB,OK
20260709_064650,7,315,63600,2026-07-09 06:47:53.600000,WIFI,2,5,-89.5,,MOB,OK
20260709_064650,7,316,66000,2026-07-09 06:47:56,WIFI,2,5,-88.9,,MOB,OK
20260709_064650,7,317,66400,2026-07-09 06:47:56.400000,WIFI,2,5,-88.6,,MOB,OK
20260709_064650,7,318,66600,2026-07-09 06:47:56.600000,WIFI,2,5,-88.6,-89.9,STA,OK
20260709_064650,7,319,66800,2026-07-09 06:47:56.800000,WIFI,2,5,-86.7,-89.4,STA,OK
20260709_064650,7,320,67400,2026-07-09 06:47:57.400000,WIFI,2,5,-86.7,-89.6,STA,OK
20260709_064650,7,321,67600,2026-07-09 06:47:57.600000,WIFI,2,5,-85.8,-87.6,STA,OK
20260709_064650,7,322,67800,2026-07-09 06:47:57.800000,WIFI,2,5,-87.8,,MOB,OK
20260709_064650,7,323,68000,2026-07-09 06:47:58,WIFI,2,5,-87.8,-87.1,STA,OK
20260709_064650,7,324,68200,2026-07-09 06:47:58.200000,WIFI,2,5,-86.5,-87.4,STA,OK
20260709_064650,7,325,68400,2026-07-09 06:47:58.400000,WIFI,2,5,-84.6,,MOB,OK
20260709_064650,7,326,68600,2026-07-09 06:47:58.600000,WIFI,2,5,-84.6,-87.3,STA,OK
20260709_064650,7,327,68800,2026-07-09 06:47:58.800000,WIFI,2,5,-86.5,-86.9,STA,OK
20260709_064650,7,328,69000,2026-07-09 06:47:59,WIFI,2,5,-85.0,,MOB,OK
20260709_064650,7,329,69200,2026-07-09 06:47:59.200000,WIFI,2,5,-89.9,,MOB,OK
20260709_064650,7,330,69400,2026-07-09 06:47:59.400000,WIFI,2,5,-89.9,-89.2,STA,OK
20260709_064650,7,331,69600,2026-07-09 06:47:59.600000,WIFI,2,5,-87.9,-87.5,STA,OK
20260709_064650,7,332,69800,2026-07-09 06:47:59.800000,WIFI,2,5,-88.9,,MOB,OK
